label,success,error,r0,hp,np,o,rotation
1695/36-05X-H,True,2674952.2894279687,1243.783773774286,0.06627068339137127,3,0.09894448994929932,6.211534056047982
1695/68-05X-H,True,2388982.203682814,1335.7900097240754,0.034380045364173856,3,0.1359696710966735,5.573669258085035
1695/09-05X-H,True,3351619.68240186,1305.6676967151495,0.09962411347594138,3,0.16771647872340348,2.5678090409230654
1695/64-05X-H,True,1772585.8650225461,1267.468983111557,0.07849090394260638,5,0.12712194050940998,2.6079156255055276
1695/43-05X-H,True,2058007.1100978742,1189.5110835180947,0.06437537677501004,5,0.04173048205779174,3.993732146429399
1695/01-05X-H,True,1477279.8457703872,1261.4252360170428,0.09695617178147385,3,0.22379718734757603,2.606632941352071
1695/44-05X-H,True,6804322.76709901,1440.6698943395338,0.08860560100013407,3,0.19745412837327966,5.561547354181729
1695/04-05X-H,True,1348903.8878238972,1227.4149579422644,0.11830768425148926,3,0.0534195599467039,4.991943061407943
1695/39-05X-H,True,8197187.981952308,1414.8685745318944,0.0931547877394889,3,0.11122323152498319,0.4421589028784046
1695/06-05X-H,True,1084258.2590833295,1248.0483159606297,0.10875974132274088,3,0.12342329005015994,2.25751342166106
1695/67-05X-H,True,1048372.5109586511,1254.5252678090249,0.06981435577205228,4,0.10234381146071769,3.550995382076448
1695/59-05X-H,True,2016409.8516157744,1123.5002745268353,0.12327311250852786,3,0.09873382878669872,4.633740676707804
1695/24-05X-H,True,3565692.389237003,1242.6737399513786,0.11511798135167672,3,0.04002025018159632,5.76065567156914
1695/33-05X-H,True,479132.49567219784,1384.031241817626,0.015395028497461728,6,0.05207806370821458,3.8130371022844236
1695/60-05X-H,True,1524269.2279984776,1256.0334485462556,0.05933476747247119,4,0.15627752130061406,4.058855704745639
1695/32-05X-H,True,2836860.420134029,1378.7624894106093,0.15785256895087596,3,0.14659521693430463,4.73929678935876
1695/70-05X-H,True,4031001.386491128,1382.2050693745705,0.0947321698949562,3,0.29781749140141006,3.401614156890702
1695/34-05X-H,True,2086129.584546011,1276.1326340144265,0.07347069393496085,5,0.11219285450116055,0.433549323657407
1695/15-05X-H,True,6993237.692434148,1644.4058992667458,0.10393036947893343,3,0.12971012251814165,5.829463511138693
1695/28-05X-H,True,2599867.557009453,1445.8266900289368,0.0729686771323763,3,0.025859024134784865,3.0648042557862025
1695/57-05X-H,True,3521060.9850447816,1399.23261070973,0.04719374105326638,3,0.1986378512229402,1.0416785860602256
1695/53-05X-H,True,1873351.4408184479,1352.6978228492112,0.11529068708857827,3,0.07966811814281863,3.4565796969484075
1695/41-05X-H-bearb,True,3580485.725241949,1138.5259349510593,0.13723678835951894,3,0.12084265884809971,0.9154003150451553
1695/21-05X-H,True,4033875.509843746,1373.7154568001308,0.04855995307527042,3,0.1476458995783561,1.9752227777747962
1695/10-05X-H,True,3483542.286197329,1339.0421301282013,0.03587293657531499,7,0.045502758315598746,3.9102019145779328
1695/31-05X-H,True,1557134.0585525727,1290.4921753474998,0.09019790399988255,3,0.14248191739017055,2.314449313378134
