label,success,error,r0,hp,np,o,rotation
1697/36-05X-H,True,6241798.1469026925,1564.2908425647315,0.05296994522742848,3,0.07393610182313147,5.0382155437224005
1697/09-05X-H,True,5240619.308916135,1611.972364467623,0.08602070146677392,3,0.29196994429286843,1.05651850959203
1697/43-05X-H,True,14889134.781881034,1785.8878804771919,0.06508507922402396,7,0.1200782363915326,1.561922943519982
1697/01-05X-H,True,3852429.9845735244,1685.0984451265872,0.0693138648744255,3,0.09184956322397882,1.5558144341010844
1697/44-05X-H,True,9391267.760029923,1631.220776204591,0.0547726663324892,3,0.14804641610294672,3.773799908128821
1697/04-05X-H,True,7162273.935761411,1729.3600862196038,0.058978251343476194,5,0.2729119456495685,2.601096036493121
1697/39-05X-H,True,45296801.8331449,2167.0953100544957,0.04483289988798803,5,0.352364095957574,5.289296229677232
1697/06-05X-H,True,7467717.004064749,1619.9083621588622,0.07504359309426849,4,0.33427544812985704,0.03586016234836441
1697/24-05X-H,True,7345308.378104566,1610.6337252207554,0.09340546219075911,3,0.2277795435115557,5.435905107680195
1697/33-05X-H,True,2598417.498903655,1636.8309604062197,0.057411585139955645,5,0.031443559880293806,1.8924011819264253
1697/32-05X-H,True,10963279.00160489,1964.806250700868,0.0834115283630062,4,0.3582737791486603,0.34968102724930644
1697/34-05X-H,True,4014743.146434593,1494.1151205650904,0.05246473330166051,6,0.07994993319798929,2.385203624350645
1697/15-05X-H,True,1312897.0862603106,1468.8040127677225,0.015059424036946316,3,0.10978451478642579,1.4544448803271932
1697/28-05X-H,True,23326727.704113815,1793.3390891808153,0.06590033679586992,4,0.16160533285826972,5.760886289187428
1697/21-05X-H,True,2167370.891293519,1683.9240176565188,0.035731277853390524,4,0.07617093065704339,3.870983653459854
1697/10-05X-H,True,6401625.970615473,1405.9506727338608,0.1269466572655438,3,0.22696700981635118,5.655507885421602
1697/31-05X-H,True,808131.3064464409,1561.9875815390421,0.05888091802156354,3,0.1851102863316073,0.32448173249544787
1697/38-05X-H,True,3760233.95090374,1726.1053360528304,0.1532155172428251,3,0.0759341686210889,3.6143007865826955
1697/30-05X-H,True,7263758.6654002275,1684.0307688816192,0.0811647345030881,4,0.22112773457964918,5.852436247103702
1697/02-05X-H,True,38003588.42457943,1785.6441456792809,0.12419051897680573,3,0.37596755135426335,2.827443320688965
1697/27-05X-H,True,8452025.403161129,1505.9734379872018,0.07319095681181974,3,0.1620231721627069,0.3197254828534961
1697/45-05X-H,True,29546077.900033146,1859.664675686321,0.15191102598041567,3,0.246033537112124,0.8345877154363928
1697/11-05X-H,True,14510129.734861532,1681.2055211030072,0.10385602313539478,3,0.12567205608223353,3.3190661238569428
1697/14-05X-H,True,29757463.28745557,2138.642933942602,0.12407324204534134,3,0.34416036800371136,0.04384685199894035
1697/16-05X-H,True,1502585.3163034543,1827.6163336920504,0.024570014770155454,4,0.21404398561379948,5.922572268532549
1697/51-05X-H,True,12515527.23930441,1705.3451786497856,0.07937587330131493,5,0.3067153900884614,6.189235357367035
1697/08-05X-H,True,1675294.958711412,1546.4263777784133,0.05888432936627755,3,0.09123763104367409,4.257148665217909
1697/19-05X-H,True,2262592.947274,1380.1456881119993,0.08072252153024319,3,0.06943170352039751,0.5890209704442285
1697/41-05X-H,True,5854117.788134118,1484.5229496466748,0.16577804530857124,3,0.08737842857375004,2.85857149497288
1697/47-05X-H,True,2547658.244554809,1430.0821362404818,0.03367312936728653,5,0.05153583100911559,1.2766614126930125
1697/07-05X-H,True,10851319.177789437,1495.5519297439837,0.05858437593758888,5,0.2578105845859162,6.193188311112399
1697/50-05X-H,True,6569292.645631586,1512.2518612692475,0.05595807525109566,5,0.13277809978167596,2.4679662247243277
1697/03-05X-H,True,1042005.6215888599,1582.2946145978394,0.11461533757967608,3,0.09762242851410652,2.0788083752815583
1697/22-05X-H,True,4367116.658026856,1701.7736152714422,0.13325862063783786,3,0.21735865778258306,0.2568620910949372
1697/12-05X-H,True,4149822.4789539543,1824.3238816292765,0.03942761920409278,4,0.1359766780688789,5.857678822559294
1697/26-05X-H,True,5953496.460605526,1476.3342626306046,0.12399913826483158,3,0.19991508962463486,0.5322125664960617
1697/37-05X-H,True,8403695.683100218,1847.5364715577398,0.04911189003751642,3,0.34770816009374234,0.9157951258128958
1697/20-05X-H,True,3776426.5431459574,1375.4960330825545,0.07814386325268392,4,0.12555189823163485,0.6096864953322146
1697/13-05X-H,True,4708376.600698492,1362.3448119346913,0.12858191589330226,3,0.1861098576227962,3.497794091180017
1697/17-05X-H,True,2605871.1016238737,1395.4698846080232,0.053176568279193155,3,0.12264462640613165,2.895151873885498
1697/35-05X-H,True,438699.61293395836,1320.246917876847,0.0521315233317503,4,0.08732969586581366,6.088649941796487
1697/42-05X-H,True,8637542.125293761,1709.7176163871338,0.04408042941493823,4,0.3269614290689343,2.1103000529199045
1697/05-05X-H,True,4567768.2505115615,1664.9469289767292,0.04099530385537079,5,0.315576939800446,3.2867730497146397
1697/23-05X-H,True,6028099.028445069,1569.1833897899817,0.06279268675498957,4,0.14198998865079934,5.984259767777542
1697/18-05X-H,True,1211799.8785891226,1559.8715667053639,0.024122286080804727,3,0.22442879108916625,0.05781763787870541
1697/40-05X-H,True,6020623.76203058,1632.5748722782716,0.10241261067859747,3,0.16343070115765596,2.541509836519994
1697/46-05X-H,True,3494283.9206372057,1482.307528700979,0.06599360838490081,3,0.16404238767897333,2.7641613951108717
1697/25-05X-H,True,4027196.6175605035,1602.3105821012139,0.06137818131887968,3,0.0758740712022704,4.767601454370457
1697/49-05X-H,True,7388580.456582218,1559.9855969445823,0.04960717337859442,3,0.1236480837907994,3.0958306522633317
1697/48-05X-H,True,2240976.510372247,1730.9578201293014,0.026030727405856727,5,0.1461757095456232,6.27802519668608
1697/29-05X-H,True,4738683.85688301,1624.3700724886885,0.04147237940646081,5,0.2372730342592414,3.948983208679767
