label,success,error,r0,hp,np,o,rotation
1694/09-05X-H,True,589453.54666862,1082.2528743469086,0.03333287564113005,4,0.35721508568971955,2.9518887405521372
1694/48-05X-H-bearb,True,12471271.955177283,996.5545243616488,0.14658394039843275,3,0.2032357849623338,3.558422632010127
1694/43-05X-H,True,2089383.5103127416,1033.2426690842585,0.03148314547500026,3,0.18500870834328248,0.024954194362147356
1694/01-05X-H,True,1619928.0268075112,1202.5651554603453,0.09595261630167265,3,0.08661369299633152,0.04638975651883792
1694/52-05X-H,True,487021.1140739246,686.9894862495074,0.04502085842578077,4,0.14493082999262083,1.485104891739605
1694/44-05X-H,True,1075326.8950706124,841.6018735979609,0.03268859417035488,7,0.19182660857668177,6.018157213050242
1694/04-05X-H,True,806946.6671645335,1018.7777767406193,0.038631794109649564,4,0.30590778084651615,3.3018808333532887
1694/39-05X-H,True,4749443.578062646,1222.2389118030217,0.050780246851232176,5,0.1604865073060715,1.4865277184244847
1694/06-05X-H,True,2094414.4651840006,863.8037600459685,0.1276453017982674,3,0.27847252962464797,2.648493979798371
1694/24-05X-H,True,1225206.42616834,874.8031325918388,0.04627114412561369,5,0.07231599915941447,4.556302134508458
1694/33-05X-H,True,1464962.660712149,939.005367212377,0.07702295390774883,3,0.04317771979620473,0.4582206080873912
1694/46-05X-H-bearb,True,11526488.901570456,1032.669614545393,0.07890612214023322,5,0.20834079764116104,6.12352420545589
1694/34-05X-H,True,1079649.1481284662,1087.921333190679,0.07889670050042526,3,0.02570569745691333,5.980961713393335
1694/15-05X-H,True,1141299.0927184229,677.5839073334474,0.06803958641329667,3,0.16822032981602128,1.1064606639444894
1694/28-05X-H,True,2799045.452748974,917.7186412490111,0.17440715181922134,3,0.07144000295057598,0.9257872112965727
1694/21-05X-H,True,2063107.2389239783,686.0362086891732,0.16811411037490118,3,0.17425640746475565,3.985713076219709
1694/10-05X-H,True,743569.2550005437,660.708374390088,0.09124973262965826,4,0.21436037623541906,2.970060374776191
1694/32-05X-H-bearb,True,834096.4479958441,1038.1889893913426,0.02899269386755068,3,0.09357227649388832,3.2575254769723316
1694/31-05X-H,True,1177864.7224400644,961.7335372225244,0.07416242059629544,3,0.18895515615759842,2.7926577450655428
1694/38-05X-H,True,1683818.5543281215,829.3763444632931,0.14562295007602657,3,0.13877706145310845,2.124769958239861
1694/30-05X-H,True,604292.7958918036,555.9115974336729,0.10121121342535373,3,0.02305770713268661,4.270188025703776
1694/02-05X-H,True,3184978.3743881774,1253.4210213008341,0.058251077418599334,4,0.20151241919223992,3.4175122008830905
1694/27-05X-H,True,4818209.7335159555,775.2554945598239,0.09942854042343831,4,0.36740904367665156,0.02291967677410748
1694/45-05X-H,True,1434994.9673485302,829.9967871911417,0.0343024352829189,5,0.16660797465912766,6.21140861977489
1694/11-05X-H,True,1275473.1859922104,1138.8071892756352,0.05852926382161178,4,0.2544045455988711,3.1148445641641014
1694/14-05X-H,True,763402.1322955975,721.0504405363512,0.11539275721278476,3,0.10477183623949766,0.024593550313657106
1694/16-05X-H,True,192219.44927695248,662.0515204716148,0.06279909485897082,4,0.06491009958827029,0.44628751822511514
1694/51-05X-H,True,473833.3471608748,767.1307804774447,0.030199355603354232,3,0.07976848161987238,3.165083404590546
1694/08-05X-H,True,5138498.4417152675,1278.814315246256,0.09002927161536045,3,0.38753643902132845,0.02302156919445863
1694/19-05X-H,True,2507832.0786881866,834.9832049367499,0.0289382229004016,3,0.24803844040589954,4.3028392954983055
1694/41-05X-H,True,859955.0409712823,792.4898223489434,0.054673273197928834,5,0.18247225197973613,3.462646677476177
1694/47-05X-H,True,463309.02259219036,793.9885223757828,0.06420453869523543,4,0.05524359653415611,1.1617418664939068
1694/07-05X-H,True,1324066.278416528,1125.5622470496032,0.054552181378054905,4,0.08555539180753094,2.9618980173387865
1694/50-05X-H,True,513839.2181294633,945.051717891073,0.06451920505710435,3,0.08439745947207275,6.083324292972442
1694/03-05X-H,True,1350064.014456177,1103.9584186540444,0.06351862069381144,4,0.04821518760245393,2.300842419652113
1694/22-05X-H,True,1120741.5229927304,873.0617070220467,0.021838320698953376,7,0.1983749953623038,0.3085849471225159
1694/12-05X-H,True,958681.0609471016,1183.3662903196775,0.06996737894169981,3,0.08233656821987198,0.16577782557656023
1694/26-05X-H,True,1808317.3151252535,765.2599056653953,0.04837655236455163,3,0.21339736822013292,0.34239092123446446
1694/37-05X-H,True,445828.8436866083,778.6084533584439,0.04147419213623212,3,0.22399898216707753,0.003478162740321158
1694/20-05X-H,True,1269997.634428965,854.5130094921728,0.05792059317344735,5,0.15026374586366012,5.597821704552432
1694/13-05X-H,True,3166464.2493507364,1125.8813653252816,0.05351513707690172,4,0.26806433781089517,2.9406467466714536
1694/17-05X-H,True,1177191.3431420603,777.227253765348,0.10235810178785862,3,0.08193911539982414,0.1809975536998496
1694/35-05X-H,True,880826.2893606988,789.8278699614209,0.06205678520117312,5,0.11493371037257513,1.4515525847235262
1694/42-05X-H,True,3900583.4854518026,976.6251888533849,0.11530792661711675,3,0.09373038134856054,0.3512361775551436
1694/05-05X-H,True,4700994.885244732,1197.352867185219,0.02700874492531764,5,0.1970500409231172,1.0581431374943238
1694/23-05X-H,True,1013371.3168392677,883.4894522157826,0.03031576305385691,4,0.28220580421295793,0.15722563842991522
1694/18-05X-H,True,625812.8274307494,763.1754615624706,0.06427524901775257,3,0.029774476004236754,2.0951795418222483
1694/40-05X-H,True,3060594.211336027,1100.6747505497574,0.04984838177878937,4,0.09543135253519647,5.710871394964299
1694/25-05X-H,True,1514335.8214677214,1172.5685483272016,0.0689236471122399,4,0.06865334788367193,1.415835383147838
1694/49-05X-H,True,1568918.6786859944,830.6757313047444,0.06541743840460965,4,0.17355549994634137,3.595425324175926
1694/29-05X-H,True,131407837.35711785,1192.9356892734438,0.022342130208062465,5,0.11955491672528823,3.212948511126777
