# particle morphology
# using file: 45-05x-H.png
#
#x/µm	y/µm
-694.5567592849898	1121.5068712824918
-703.8031506673955	1112.260479900086
-713.0495420498012	1103.0140885176802
-722.295933432207	1093.7676971352746
-722.295933432207	1084.5213057528688
-731.5423248146127	1075.274914370463
-740.7887161970185	1066.0285229880574
-750.0351075794242	1056.7821316056516
-759.2814989618299	1056.7821316056516
-768.5278903442357	1047.5357402232457
-777.7742817266414	1038.2893488408401
-787.0206731090472	1029.0429574584343
-796.267064491453	1029.0429574584343
-805.5134558738587	1019.7965660760285
-814.7598472562644	1019.7965660760285
-824.0062386386702	1010.5501746936228
-833.2526300210759	1001.3037833112171
-833.2526300210759	992.0573919288113
-842.4990214034816	982.8110005464056
-851.7454127858874	973.5646091639999
-860.9918041682931	964.3182177815941
-870.238195550699	964.3182177815941
-879.4845869331047	955.0718263991884
-888.7309783155104	945.8254350167825
-897.9773696979162	945.8254350167825
-907.2237610803219	936.5790436343768
-916.4701524627276	936.5790436343768
-925.7165438451334	927.3326522519711
-934.9629352275391	927.3326522519711
-944.2093266099448	927.3326522519711
-953.4557179923506	918.0862608695653
-962.7021093747563	918.0862608695653
-971.9485007571622	908.8398694871596
-981.1948921395679	899.5934781047539
-990.4412835219736	899.5934781047539
-999.6876749043794	890.3470867223481
-1008.9340662867851	890.3470867223481
-1018.1804576691908	890.3470867223481
-1027.4268490515965	881.1006953399424
-1036.6732404340023	881.1006953399424
-1045.9196318164081	871.8543039575367
-1055.1660231988137	862.6079125751309
-1064.4124145812195	862.6079125751309
-1073.6588059636254	862.6079125751309
-1082.905197346031	853.3615211927251
-1092.1515887284368	853.3615211927251
-1101.3979801108426	853.3615211927251
-1110.6443714932482	844.1151298103194
-1119.890762875654	834.8687384279136
-1129.1371542580598	834.8687384279136
-1138.3835456404654	825.6223470455079
-1147.6299370228712	825.6223470455079
-1156.876328405277	816.3759556631021
-1166.1227197876829	807.1295642806964
-1175.3691111700884	797.8831728982907
-1184.6155025524943	797.8831728982907
-1193.8618939349	788.6367815158849
-1203.1082853173057	779.3903901334792
-1212.3546766997115	770.1439987510735
-1221.6010680821173	760.8976073686677
-1230.847459464523	751.651215986262
-1240.0938508469287	751.651215986262
-1249.3402422293345	742.4048246038562
-1258.5866336117401	733.1584332214504
-1267.833024994146	733.1584332214504
-1277.0794163765518	723.9120418390447
-1286.3258077589574	714.6656504566389
-1295.5721991413632	705.4192590742332
-1304.818590523769	696.1728676918275
-1314.0649819061746	686.9264763094217
-1323.3113732885804	686.9264763094217
-1332.5577646709862	686.9264763094217
-1341.8041560533918	677.680084927016
-1351.0505474357976	677.680084927016
-1360.2969388182034	677.680084927016
-1369.543330200609	677.680084927016
-1378.7897215830149	668.4336935446103
-1388.0361129654207	668.4336935446103
-1397.2825043478265	659.1873021622044
-1406.528895730232	659.1873021622044
-1415.775287112638	659.1873021622044
-1425.0216784950437	649.9409107797987
-1434.2680698774493	649.9409107797987
-1443.5144612598551	649.9409107797987
-1452.760852642261	649.9409107797987
-1462.0072440246665	649.9409107797987
-1471.2536354070724	649.9409107797987
-1480.5000267894782	640.694519397393
-1489.7464181718838	640.694519397393
-1498.9928095542896	631.4481280149872
-1508.2392009366954	622.2017366325815
-1517.485592319101	612.9553452501758
-1526.7319837015068	612.9553452501758
-1535.9783750839126	603.70895386777
