# particle morphology
# using file: 43-05X-H.png
#
#x/µm	y/µm
99.44296155329813	2363.080887102996
86.07270181303839	2349.710627362736
72.70244207277865	2336.3403676224766
72.70244207277865	2322.970107882217
59.33218233251891	2309.599848141957
45.96192259225917	2296.229588401697
32.59166285199943	2282.8593286614373
19.22140311173969	2269.489068921178
5.851143371479951	2256.118809180918
5.851143371479951	2242.7485494406583
-7.519116368779789	2229.3782897003985
-20.88937610903953	2216.0080299601386
-34.25963584929927	2202.6377702198793
-47.62989558955901	2189.2675104796194
-61.00015532981875	2175.8972507393596
-74.3704150700785	2162.5269909991
-87.74067481033823	2149.15673125884
-87.74067481033823	2135.78647151858
-101.11093455059797	2122.4162117783208
-101.11093455059797	2109.045952038061
-114.48119429085772	2095.675692297801
-127.85145403111746	2095.675692297801
-141.22171377137718	2082.3054325575413
-154.59197351163692	2068.9351728172815
-167.96223325189666	2068.9351728172815
-181.3324929921564	2055.564913077022
-194.70275273241614	2042.1946533367623
-208.07301247267588	2028.8243935965024
-221.44327221293563	2028.8243935965024
-234.81353195319537	2015.4541338562426
-248.1837916934551	2015.4541338562426
-261.55405143371485	2002.083874115983
-274.9243111739746	1988.7136143757232
-288.2945709142343	1975.3433546354634
-301.6648306544941	1961.9730948952038
-315.0350903947538	1948.602835154944
-328.4053501350136	1935.2325754146843
-341.7756098752733	1921.8623156744245
-355.14586961553306	1908.4920559341647
-355.14586961553306	1895.121796193905
-368.51612935579277	1881.7515364536453
-381.88638909605254	1868.3812767133854
-381.88638909605254	1855.0110169731258
-395.25664883631225	1841.640757232866
-408.626908576572	1828.2704974926064
-408.626908576572	1814.9002377523466
-408.626908576572	1801.5299780120868
-421.99716831683173	1788.1597182718272
-435.3674280570915	1774.7894585315673
-448.7376877973512	1761.4191987913075
-462.107947537611	1748.048939051048
-475.4782072778707	1734.678679310788
-475.4782072778707	1721.3084195705285
-488.84846701813046	1707.9381598302687
-502.2187267583902	1694.5679000900088
-515.5889864986499	1681.1976403497492
-528.9592462389097	1667.8273806094894
-542.3295059791694	1654.4571208692296
-542.3295059791694	1641.08686112897
-555.6997657194291	1627.7166013887102
-569.0700254596888	1614.3463416484506
-569.0700254596888	1600.9760819081907
-569.0700254596888	1587.605822167931
-582.4402851999487	1574.2355624276713
-582.4402851999487	1560.8653026874115
-582.4402851999487	1547.4950429471517
-582.4402851999487	1534.124783206892
-595.8105449402084	1520.7545234666322
-595.8105449402084	1507.3842637263726
-595.8105449402084	1494.0140039861128
-609.1808046804681	1480.643744245853
-609.1808046804681	1467.2734845055934
-622.5510644207278	1453.9032247653336
-622.5510644207278	1440.5329650250737
-635.9213241609876	1427.1627052848141
-635.9213241609876	1413.7924455445543
