# particle morphology
# using file: err/26-05X-H-bearb.png
#
#x/µm	y/µm
215.63924262322408	1490.033639240213
206.40732161783808	1490.033639240213
197.1754006124521	1490.033639240213
187.9434796070661	1490.033639240213
178.7115586016801	1490.033639240213
169.4796375962941	1480.801718234827
160.2477165909081	1480.801718234827
151.0157955855221	1480.801718234827
141.78387458013611	1480.801718234827
132.55195357475012	1480.801718234827
123.32003256936412	1480.801718234827
114.08811156397812	1480.801718234827
104.85619055859212	1471.569797229441
95.62426955320612	1471.569797229441
86.39234854782013	1471.569797229441
77.16042754243414	1462.337876224055
67.92850653704814	1462.337876224055
58.69658553166214	1453.105955218669
49.46466452627614	1453.105955218669
40.23274352089014	1453.105955218669
31.000822515504144	1453.105955218669
21.76890151011815	1443.874034213283
12.536980504732151	1443.874034213283
3.3050594993461537	1443.874034213283
-5.9268615060398435	1453.105955218669
-15.15878251142584	1453.105955218669
-24.39070351681184	1453.105955218669
-33.62262452219784	1453.105955218669
-42.85454552758383	1453.105955218669
-52.08646653296983	1453.105955218669
-61.31838753835583	1453.105955218669
-70.55030854374182	1462.337876224055
-70.55030854374182	1471.569797229441
-79.78222954912782	1471.569797229441
-89.01415055451382	1480.801718234827
-98.24607155989982	1480.801718234827
-107.47799256528582	1490.033639240213
-116.70991357067182	1480.801718234827
-125.94183457605781	1480.801718234827
-135.1737555814438	1471.569797229441
-144.4056765868298	1471.569797229441
-153.6375975922158	1462.337876224055
-162.8695185976018	1462.337876224055
-172.1014396029878	1462.337876224055
-181.3333606083738	1462.337876224055
-190.5652816137598	1453.105955218669
-199.7972026191458	1453.105955218669
-209.0291236245318	1462.337876224055
-218.2610446299178	1462.337876224055
-227.4929656353038	1462.337876224055
-236.7248866406898	1462.337876224055
-245.95680764607576	1462.337876224055
-255.18872865146176	1462.337876224055
-264.4206496568478	1462.337876224055
-273.65257066223376	1471.569797229441
-282.8844916676198	1471.569797229441
-292.11641267300575	1471.569797229441
-301.3483336783918	1471.569797229441
-310.58025468377775	1471.569797229441
-319.8121756891637	1471.569797229441
-329.04409669454975	1471.569797229441
-338.2760176999357	1471.569797229441
-347.50793870532175	1471.569797229441
-356.7398597107077	1471.569797229441
-365.97178071609375	1471.569797229441
-375.2037017214797	1471.569797229441
-384.43562272686574	1471.569797229441
-393.6675437322517	1471.569797229441
-402.89946473763774	1462.337876224055
