label,success,error,r0,hp,np,o,rotation
1699/09-05X-H,True,9722900.449031997,2089.4397488721684,0.09638028989487447,3,0.27503886397497496,6.264695152071915
1699/43-05X-H,True,11740843.471831206,1612.4716210372774,0.16561017796424837,5,0.5575719256870021,2.888047765871837
1699/01-05X-H,True,5661666.116736547,1986.9961329499708,0.037013140066891284,4,0.23169879593544884,0.22085368154573956
1699/44-05X-H,True,561941262.9139276,2726.558619053693,0.14472220589642074,3,0.3888882326483097,3.2035041128589343
1699/39-05X-H,True,1820132.1293451395,1796.321998007014,0.09245839046892652,3,0.029709422322807634,5.666047015569972
1699/06-05X-H,True,5516330.335874922,1978.3189698242286,0.036027087082312954,4,0.23587110604900052,6.087076782909357
1699/24-05X-H,True,5554852.110783962,1799.5404691104739,0.025573154436434722,3,0.16639738557158426,4.833687706748772
1699/53-05X-H-bearb,True,30558031.609696053,2100.3374088658793,0.09837622559331541,3,0.3035696776498844,0.04194746856315898
1699/33-05X-H,True,15583019.652163787,2024.56790286968,0.10511063028806537,3,0.24720888984306205,2.6900234036115793
1699/32-05X-H,True,8969958.699363064,1886.449492212396,0.06998731236563839,4,0.14971747517723394,4.879266755923638
1699/34-05X-H,True,10492245.445042703,2057.676624462258,0.07067758430805131,3,0.13128327912338147,3.7277744751237836
1699/15-05X-H,True,20622020.663980804,2116.789516297663,0.10359445309486065,3,0.15008862145768156,1.808452661362352
1699/28-05X-H,True,52363283.91106723,1780.9786749035873,0.17806078767524547,3,0.1791285059997457,5.148883122117714
1699/21-05X-H,True,10454998.44191381,1898.352552413481,0.10231119712896221,3,0.17107708884703604,0.047448526380159985
1699/10-05X-H,True,12451922.890548112,1970.7746880671314,0.08904222136286859,4,0.2806205366005997,5.945163098121817
1699/31-05X-H,True,4234721.430539407,1909.3731071801772,0.08436568467835218,3,0.0772399201997549,2.7972590680648173
1699/38-05X-H,True,2735729.6778648,1670.3348839362816,0.09582651346511964,3,0.0858826390171033,1.4378455819271878
1699/30-05X-H,True,6014800.169678683,1882.4571348472464,0.0784883295673122,3,0.07378796693949685,4.9183042572756905
1699/02-05X-H,True,5223325.54378211,1761.165969305988,0.08819255283931482,3,0.16441505733842524,0.2802990148473141
1699/54-05X-H,True,14133054.737205388,2111.1333848571626,0.08502462068009072,3,0.14118072489893443,4.13298505456934
1699/27-05X-H,True,2710166.678043163,1698.4968887614368,0.07401403358092838,3,0.10504306356208264,1.6836549837382317
1699/36-05X-H-bearb,True,1683884.6728892424,1784.1743750799892,0.061295121540317535,3,0.0916739823703553,6.219822450509124
1699/45-05X-H,True,18224877.86293426,2462.4860443742828,0.07137711234850898,3,0.1696068539642916,6.092056635100973
1699/11-05X-H,True,32134388.259750452,1818.298662762225,0.1355524378855616,3,0.06432201275140227,3.998987481461513
1699/52-05X-H-bearb,True,8192174.85608698,1991.8686238342918,0.12697998888661327,3,0.19561525571326494,3.071669558172207
1699/14-05X-H,True,6629014.92488522,1746.0981461931776,0.09687095685593734,4,0.035625976186107904,0.951196136502522
1699/26-05X-H-bearb,True,11674344.359550176,1726.1922901347978,0.09549661675619626,3,0.13841598974484168,3.6709112309138594
1699/49-05X-H-bearb,True,5029526.568691339,1753.3570905522731,0.04918180459217215,3,0.13937941537424708,0.03882676298760141
1699/16-05X-H,True,6254695.434907962,1808.4865277405454,0.13748031893058968,4,0.011039734167670468,2.0232463770368034
1699/51-05X-H,True,23158378.42843507,1968.188123339464,0.08917174803898643,3,0.240224480816648,6.060721930124074
1699/08-05X-H,True,20180265.104557637,2150.9929720714326,0.028048224167979044,3,0.23060441997979053,5.063874591129746
1699/19-05X-H,True,4793889.081518387,1687.3913072232206,0.07044268118601507,4,0.07822020802699538,5.463909956207232
1699/41-05X-H,True,9197300.242969712,1965.6126429914448,0.06045849466831026,3,0.06905026879831935,5.490807507992355
1699/47-05X-H,True,10772661.268731546,2012.460158979916,0.058526206146118295,3,0.14036929020158553,2.42168950004425
1699/07-05X-H,True,3491853.563804726,1733.683678892038,0.08326506215102876,3,0.06676005484724863,2.194771836647392
1699/50-05X-H,True,14710144.060909417,1334.333411846017,0.09880186677651699,4,0.31947138979697765,1.916303723309508
1699/22-05X-H,True,10108371.176716892,2087.5535210653265,0.03600720069814224,3,0.19640807552360165,3.1438853054196434
1699/03-05X-H-bearb,True,6375424.277109427,1893.1071151722538,0.05318636936164341,3,0.26371517310352005,3.2681512476224945
1699/12-05X-H,True,6839448.579883058,1875.9772313083113,0.10966921195894433,3,0.2081609412489608,0.35052520047410324
1699/23-05X-H-bearb,True,2655145.6341860136,2075.433758952854,0.03807467431263224,4,0.07727633314581185,3.0346790270958848
1699/04-05X-H-bearb,True,32387123.910432007,2215.9811178295313,0.22668184619429257,4,0.5578553561808818,3.4412384701637997
1699/37-05X-H,True,619142.7746124051,1530.5654754358102,0.07574029002286624,3,0.017601931325632876,5.423118184296518
1699/20-05X-H,True,4863754.745788118,1919.493244395788,0.14525756822876973,3,0.09944337817251393,2.3363491975136794
1699/13-05X-H,True,14417626.948496709,2556.3074622086815,0.04577440833190885,3,0.3051987999862376,5.584030400977988
1699/17-05X-H,True,16844859.1707974,1788.2347938211012,0.08238754798643762,3,0.1899077999517649,2.2036777698138743
1699/35-05X-H,True,16739911.3629341,1952.1987212480853,0.06826935615546953,3,0.22327295823167745,4.786775809849602
1699/42-05X-H,True,12867211.2279224,1693.646899278132,0.11871720981176331,4,0.020553198412294277,1.7755239537749377
1699/05-05X-H,True,3331797.165456846,1951.3151471327446,0.06601699337868548,3,0.09793658099072888,3.9396761259072632
1699/18-05X-H,True,12001981.182256054,2263.641419384288,0.07469058737004078,5,0.24766532095566893,2.3984050324749737
1699/40-05X-H,True,2910015.7619436597,1777.9789259216293,0.032029766696989856,3,0.1535609828957348,0.67429465570742
1699/46-05X-H,True,4698281.893217429,1810.349730343759,0.1473069201726846,3,0.13038765046083234,2.1516836658275484
1699/25-05X-H,True,5362408.081945889,1866.6274219978557,0.0948457168757091,3,0.1611130603900682,5.8358095891874315
1699/48-05X-H,True,17627756.8470917,2123.1576057008488,0.09256030939695409,3,0.11690737324944471,5.438847874878802
1699/55-05X-H,True,13602502.42738527,1983.3926359734103,0.103992141775357,4,0.0025782746160391617,2.2283942119522284
1699/29-05X-H,True,12698914.432570603,1726.495757064054,0.10492417379643654,3,0.07030965725055,3.6535975835762753
